id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
7000,-2.157464465234106,-1.2394292400367273,-0.2581886193362164,0.060441784573033494,0.23790727578561074,-0.62781334864171,0.6754747989316379,0.9208864075243117,1.1439081576784336,1.0170477387696655
7001,-2.539466159313138,-1.4150402747126236,-0.41440897771535773,0.05363467264200437,0.23745317915475223,-0.11793421664298974,1.6577076750076465,-0.6680771401972472,1.3885340245936548,1.227659662925378
7002,1.7205275909308022,1.8009084666338717,0.7228944173964544,0.3105329262563787,1.5173684010365274,0.8306570278551475,0.7751815989886073,1.7166559256671312,-0.13232591393549287,-0.24523782972272892
7003,3.056882568797342,1.6895573308895226,2.4068784710899793,1.5863664898895011,-1.5943449348101313,-1.2959534889601663,-0.33762933475539025,0.5139967215360794,-1.6846921937795325,-1.4874042261366214
7004,0.4198565667483132,1.1556378565707586,0.2962687707154026,-0.09389984202510551,-1.4903876262109377,-0.39629703246172,0.9367744500088377,1.0588915896456987,0.6551589120734532,0.4389057589920685
7005,0.6653483605357035,0.561670224636605,0.722309095522763,-0.06508075790188782,1.144410392224826,-0.350236981907354,-0.728987219114334,-0.010596106679742982,-0.1805308192925852,-0.1886872392019227
7006,0.36433176249203925,-0.794159503292357,1.277549737185939,0.15896048406338315,1.0380069985337639,-0.4776065311932315,-0.9535972259840794,-0.5195323431323682,-1.1563988236015033,-0.8705779189068236
7007,-2.691639897246531,-1.4767906488202032,0.4161879348452723,2.0561624406035146,1.3843731566556368,-0.33085504100357455,1.940035240685955,1.5391814863785003,1.4938596920904577,1.317273458927179
7008,0.09101000458233327,-0.2550151052010047,0.019168665582992107,-0.7074387589497387,-1.3861640427443407,1.1473798348654667,0.3272068290098776,0.583664096452466,-0.3432315644328543,-0.2569112538140882
7009,-0.43384102831651145,0.7297931985094119,0.24104374298493614,-2.2502365089976393,-0.42099140498659604,1.3527759773935273,-0.2641712079486036,0.9964611316200729,1.1697987064336117,0.8863287040030073
7010,-0.09732379969937781,0.9254497266602069,1.3728886924354644,1.0593882967053452,0.9108070424006086,0.47538289315697313,-0.8008635457918052,1.7185698648405234,0.9936132391053613,0.7293160523937366
7011,0.47745593015662674,0.4782134580985651,-2.03677908183908,-1.3354496205209496,-0.5278378703029246,-0.29532686111821704,0.33114350433298284,1.2178394895203135,-0.05740575214611188,-0.08306168395486614
7012,-0.7380839846728632,-1.722114935620604,0.6924175766827628,-0.3924605340203579,-1.2809487061337055,-0.7833202949325363,0.4634215912938708,0.8605618426849547,-0.8547085913707415,-0.5560784025967737
7013,1.4866250526960978,0.8108411177498762,-1.4005208162490863,-1.699965903754549,-1.0000146140973283,-2.5288080824430965,1.173023747206618,-0.8620610192043665,-0.8296919653535201,-0.7308944018930007
7014,-1.5365996966779136,-0.8022867392604518,0.08755043717269329,0.1372051134702546,-1.080261431851342,0.6807708921976692,-0.9401084880264977,-0.8785124740357035,0.891958848111666,0.7804042051276182
7015,-0.3968340456087452,1.1244559441513657,1.828288330008483,-0.9196303660831584,1.4322909070454048,-1.715695796427503,-0.8670429988808778,0.09658050718276141,1.5086077937485862,1.1289275378869195
7016,-0.040115965870035145,1.016164023308803,-2.93580125877907,0.2902380178125043,-0.44464368787277875,-1.677907681349386,0.3208478356798659,-0.21442561715859618,1.0188108274066938,0.7426350400153048
7017,-0.06975380576483196,0.752812235590585,0.6966533816780338,0.9045500994672983,-0.05524310461070784,-1.0421798888129048,-0.1011656953951208,0.5052078273262975,0.7980766445432871,0.585061321311588
7018,0.07325001097291267,0.7293377482431289,-0.6760852908967002,-1.128807310772968,-0.26499941093033025,1.6965954698722092,-0.3352810696452956,-0.33354965607758724,0.6208620892360313,0.4440869331350238
7019,-1.467976412171587,-1.709286046393522,0.1318578356756859,-0.5899185821823647,1.8209913329490206,-1.241766343997067,-0.5534498162450673,-0.5981869931979257,-0.05289961356335582,0.08894954911689684
7020,0.7422036671196539,0.5511664700954675,-0.626719695387657,-1.7762229280789534,-0.7240073378349633,1.290478297366384,-0.3877133487767526,1.4408716744519472,-0.2737446165435531,-0.262980840977159
